SKU,BRAND,IME PRODUKTA,KATEGORIJA,PODKATEGORIJA,PODPODKATEGORIJA,KRATEK OPIS,DOLGI OPIS,CENA,SLIKE,URL
L33R-055,Petzl,Petzl Microflip,,,,Vrvica za žično jedro z mikrograbom. Brez karabinov!,,,,
A020DA00,Petzl,Petzl Strato Vent,,,,Nova Petzl Strato - Ventilirana lahka čelada za delo na višini in reševanje.,,,,
A020DA01,Petzl,Petzl Strato Vent,,,,Nova Petzl Strato - Ventilirana lahka čelada za delo na višini in reševanje.,,,,
A020BA00,Petzl,Petzl Strato Vent,,,,Nova Petzl Strato - Ventilirana lahka čelada za delo na višini in reševanje.,,,,
A020BA01,Petzl,Petzl Strato Vent,,,,Nova Petzl Strato - Ventilirana lahka čelada za delo na višini in reševanje.,,,,
A020BA02,Petzl,Petzl Strato Vent,,,,Nova Petzl Strato - Ventilirana lahka čelada za delo na višini in reševanje.,,,,
A020BA03,Petzl,Petzl Strato Vent,,,,Nova Petzl Strato - Ventilirana lahka čelada za delo na višini in reševanje.,,,,
R079AA01,Petzl,Petzl Flow 45 M oranžna,,,,"Nov tok iz Petzla. 45 ali 60 metrov z 1 spojem, ki poteka skozi cik-cak",,,,
R079AA00,Petzl,Petzl Flow 45 M oranžna,,,,"Nov tok iz Petzla. 45 ali 60 metrov z 1 spojem, ki poteka skozi cik-cak",,,,
R079AA03,Petzl,Petzl Flow 45 M oranžna,,,,"Nov tok iz Petzla. 45 ali 60 metrov z 1 spojem, ki poteka skozi cik-cak",,,,
R079AA02,Petzl,Petzl Flow 45 M oranžna,,,,"Nov tok iz Petzla. 45 ali 60 metrov z 1 spojem, ki poteka skozi cik-cak",,,,
R079AA05,Petzl,Petzl Flow 45 M oranžna,,,,"Nov tok iz Petzla. 45 ali 60 metrov z 1 spojem, ki poteka skozi cik-cak",,,,
R079AA04,Petzl,Petzl Flow 45 M oranžna,,,,"Nov tok iz Petzla. 45 ali 60 metrov z 1 spojem, ki poteka skozi cik-cak",,,,
S92AY,Petzl,Spatha nož,,,,Večnamenski nož Spatha,,,,
M096AA00,Petzl,Petzl - Stuart Karbinfixer,,,,Pritrditev za karabinjere,,,,
E78BHB-2,Petzl,Petzl - Pixa 2,,,,Petzl - Pixa 2. Združljiv z Vertex (različica 2011) in Alveo. Lahko se namesti na novo čelado Vertex (2019) ali druge čelade s Pixadapt Art:E78005.,,,,
E810AA00,Petzl,SWIFT RL Pro,,,,Zelo močna čelada ali naglavna svetilka s tehnologijo Reactive Ligning,,,,
R044AA00,Petzl,Vrv 4 mm,,,,"Dodatni kabel 4 mm, na meter",,,,
S012AA00,Petzl,Ponjava,,,,Ponjava za zaščito vrvi,,,,
K090AA00,Petzl,JAG komplet za reševanje,,,,Popoln komplet za reševanje (30 metrov),,,,
E069CA00,Petzl,ARIA 1R,,,,Nova čelna svetilka ARIA 1R proizvajalca Petzl.,,,,
E073AA00,Petzl,PRILAGOJEN ČELADA,,,,Montažna plošča za svetilke Petzl Arial na čeladah,,,,
S064BA00,Petzl,ALCANADRE GUIDE 45,,,,Dobro prezračen nahrbtnik iz TPU (termoplastičnega poliuretana) 45 l,,,,
S064AA00,Petzl,ALCANADRE CLUB 30,,,,Dobro prezračen nahrbtnik iz TPU (termoplastičnega poliuretana) 45 l,,,,
S44Y-015,Petzl,,,,,,,,,
S045AA03,Petzl,Črna torba DUFFEL,,,,Petzl torba Duffel Bag v črni barvi 85 litrov,,,,
S051AA00,Petzl,Interfast,,,,Dodatek za hitro povezavo TOOLBAG in TOOLEASH,,,,
A10200,Petzl,Trak za znoj,,,,Znojni trak za čelade Vertex.,,,,
A10210,Petzl,Nadomestna pena za Vertex,,,,Rezervna pena za Vertex,,,,
A014AA00,Petzl,Zaščita za obraz Vizen,,,,Obrazni ščitnik za nove čelade Petzl VERTEX Vent in STRATO.,,,,
A021AA00,Petzl,Zaščita za obraz iz mreže Vizen,,,,Vizen Mesh Face Shield za nove čelade VERTEX in STRATO s sistemom Esyclip.,,,,
E78AHB2,Petzl,Petzl Pixa 1,,,,Petzl - Pixa 1. Združljiv z Vertex (različica 2011) in Alveo. Lahko se namesti na nove čelade Vertex (2019) ali druge čelade s Pixadapt Art:E78005.,,,,
E78005,Petzl,Pixadapt,,,,Pixadapt Pixa 1 za namestitev na večino vrst čelad.,,,,
A020EA00,Petzl,Zgornja pena za čelade Strato,,,,Rezervna pena za čelade Strato,,,,
A010FA01,Petzl,Dvojni trak za brado za VERTEX in STRATO,,,,Podbradni pas za čelade Vertex in Strato. Opomba! Različice po letu 2019.,,,,
L044BA02,Petzl,Petzl - Progress Adjust I,,,,Nastavljiva vrvica,,,,
B53A,Petzl,Petzl - Micrograb,,,,"Micrograb, ki ga je mogoče odpreti za Microflip ali druge preklope žičnih jeder. Sprejme 10 - 13 mm",,,,
L051AA00,Petzl,Jane -Y,,,,Jane- Y Vrvica,,,,
L044BA00,Petzl,PROGRESS ADJUST-I napredovalna vrvica,,,,Vrvica za napredovanje,,,,
C04110,Petzl,Petzl TREESBEE,,,,Petzl Treesbee za vrvi s tankim priključkom Splice.Stein vključen,,,,
D020AA00,Petzl,Petzl I´D Small,,,,"Nov posodobljen I´D s sistemom samodejnega zaklepanja. Samozaklepna varovalka z enojno vrvjo, s funkcijo proti paniki.",,,,
D020BA00,Petzl,Petzl I´D Large,,,,"Novo posodobljeno s sistemom Autolock. Samozaklepna vlečna in reševalna naprava za enojno vrv, s funkcijo proti paniki.",,,,
P51A,Petzl,Pro Traxion,,,,Progress odporen škripec za zajemanje.,,,,
L011AA00,Petzl,Absorbica - I (80 cm),,,,Enojna vrvica z integriranim absorberjem energije,,,,
G001AA00,Petzl,EJECT,,,,Nov hranilnik Petzl EJECT Cambium.,,,,
G003AA00,Petzl,Retreiver za Petzl EJECT,,,,Retreiver za Petzl Eject,,,,
S47Y-L,Petzl,,,,,,,,,
S47Y-S,Petzl,,,,,,,,,
S045AA01,Petzl,Duffel 85 L (rumena),,,,Nov Duffel iz Petzla,,,,
S045AA00,Petzl,Duffel 65 L,,,,Nova športna torba iz Petzla,,,,
P21-SPE,Petzl,TANDEM® SPEED,,,,Učinkovit dvojni škripec za vožnjo po vrveh.,,,,
P002BA00,Petzl,SPIN S1 odprt,,,,Novi SPIN S1 odprt,,,,
P022AA00,Petzl,SPIN S1,,,,Novi SPIN S1,,,,
P001DA00,Petzl,TWIN RELEASE,,,,"Novi dvojni škripec za zajemanje napredka TWIN RELESE, ki ga je mogoče sprostiti.",,,,
P055AA00,Petzl,Pro Traxion napredni zajemni blok,,,,"Zelo zmogljiv, na padce odporen škripec za zajemanje napredka z vrtljivim delom",,,,
C086EA00,Petzl,Petzl - Cutaway Sling,,,,Odrezana zanka 15 cm,,,,
S049AA00,Petzl,TOOLEASH,,,,Vrvica za orodje,,,,
C69R,Petzl,Petzl Pont,,,,Vrvica Justerbar za pasove Sequoia,,,,
D022CA00,Petzl,Petzl Chicane,,,,Petzl Chicane iz Petzela,,,,
D022KA00,Petzl,Friction Axis za Chicane,,,,"Komplet dveh tornih osi za Chicane, vključno z vijaki.",,,,
B016AA00,Petzl,Petzl - Croll Large,,,,Croll Large za vrvi 8-13 mm,,,,
C74A,Petzl,Petzl Secur,,,,Naramnice za Croll s pasom Sequoia SRT,,,,
D02,Petzl,Petzl - Huit Figure of Eight,,,,Petzl Figura 8,,,,
B50A,Petzl,Petzl Rescucender,,,,Petzl Resucender - odpirajoča vrvna grabitev,,,,
B01BN,Petzl,TIBLOC,,,,Osnovna sponka za vrv,,,,
D021AA00,Petzl,RIG,,,,Petzl RIG,,,,
D022HA00,Petzl,Elastika za sestave KNEE ASCENT,,,,Rezervni del za Petzl Knee Ascent Loop & Clip,,,,
D022JA00,Petzl,Zgornji trak za sestave KNEE ASCENT,,,,Rezervni del za Petzl Knee Ascent Loop & Clip,,,,
P15,Petzl,Petzl Go Maillon vijak,,,,Jekleni člen iz Petzla (Maillon),,,,
M073AA00,Petzl,VULCAN (Screwlock),,,,Asimetrični jekleni karabin,,,,
M073BA00,Petzl,VULCAN (Triact Lock),,,,Asimetrični jekleni karabin,,,,
P49100,Petzl,Maillon št. 5,,,,Hitra povezava,,,,
P58-S,Petzl,Petzl Swivel majhen,,,,Vrtljivka iz Petzla,,,,
P58-XSO,Petzl,Petzl - Micro Swivel,,,,Odprti mikro vrtljivi Petzl.,,,,
P58-SO,Petzl,Petzl Swivel Open,,,,Petzl Swivel z dvema odprtima očesoma.,,,,
P21,Petzl,Petzl - Tandem,,,,"Tandem škripec iz Petzla - ForTyrolean Rigging Traverses, ZipLines itd.",,,,
P46,Petzl,Petzl - PRO,,,,Odprti škripec za 7-13 mm Rep. Za vlečenje ali gradnjo sistemov 5:1.,,,,
P001BA00,Petzl,SPIN L1,,,,Nov Spin L1 iz Petzla,,,,
P001CA00,Petzl,SPIN L2,,,,Zelo učinkovit dvojni škripec z vrtljivim,,,,
R02Y-060,Petzl,Airline,,,,Vrvica za metanje Petzl (60 metrov),,,,
P28,Petzl,Ring Open 28 mm,,,,Odprti 28 mm obroč za pasove Sequoia.,,,,
C69DA00,Petzl,Shoulder Straps Sequoia SRT,,,,Naramnice za Petzl Sequoia SRT (2019),,,,
C04620,Petzl,Petzl Sliding D-Ring Sequoia,,,,Petzl drsni D-obroč Sequoia za pasove Sequoia ali sidrne obroče.,,,,
C04630,Petzl,Petzl Sliding D Ring Large,,,,Drsno sidro D-obroča za pasove Sequoia,,,,
C081AA00,Petzl,TOP,,,,Petzl TOP pas med drugim za Sequoia SRT.,,,,
C98A,Petzl,CHEST`AIR,,,,"Prsni pas za FALCON, FALCON MOUNTAIN, AVAO SIT in SEQUOIA SRT",,,,
C030BA00,Petzl,RING2SIDE,,,,Pritrdilna točka za pas Falcon. Opomba! prodajajo se kot posamezna pakiranja.,,,,
M028AA00,Petzl,RING OPEN Temno Siva,,,,Poltrajni sidrni obroč,,,,
C098AA00,Petzl,CHEST'AIR,,,,CHEST'AIR za predelavo Sequoie v varnostni pas EN361.,,,,
M33A.TL,Petzl,Petzl OK Triact Karabin,,,,"Petzl OK Triact karabin. Eden redkih, ki dela s Chicane in ZigZag.",,,,
M33.TL-N,Petzl,Petzl OK Triact Karabin Črn,,,,"Petzl OK Triact karabin. Eden redkih, ki dela s Chicane in ZigZag.",,,,
P75TL,Petzl,Petzl Roll-Clip Tri Lock,,,,Petzl vponka Pulley s ključavnico Triact.,,,,
P75SL,Petzl,Petzl Roll-Clip Tri Lock,,,,Petzl vponka Pulley s ključavnico Triact.,,,,
U82803,Petzl,Petzl Captiv,,,,Nastavljiv najlonski detajl za namestitev povezane opreme v karabin. Ustreza številnim Petzlovim karabinom. Oglejte si podroben seznam spodaj.,,,,
M33A.BL,Petzl,Petzl OK Ball Lock,,,,OK Triact Ball Lock Karbin iz Petzla.,,,,
M34ATLY,Petzl,Petzl - AM´d Gold,,,,Petzl Am´D Trilock karabinjer,,,,
MGOO-060,Petzl,MGO Open,,,,Odprti karbiner MGO,,,,
M37TL,Petzl,Omni,,,,"Pol okrogel karabin, ki ga je mogoče naložiti triosno",,,,
M40A-RLA,Petzl,Vertigo Twist Lock,,,,Vponka Twistlock. Opomba! Twistlock - NE Trilock!,,,,
M042BA00,Petzl,Freino Z TL,,,,Karabin s torno ostrogo za spuste,,,,
P74TL,Petzl,Roll Clip A,,,,Roll Clip - vponka za škripec,,,,
M34A-BLY,Petzl,Petzl - AM´D Ball Lock Gold,,,,Petzl Am´D Ball Lock Karbin,,,,
P18,Petzl,Petzl - Demi Rond,,,,Polkrožna hitra povezava iz aluminijeve zlitine,,,,
M92000,Petzl,TANGA,,,,Obroč za pritrditev na karabin,,,,
M095AA00,Petzl,Captiv Adjust,,,,Najlonski detajl za namestitev spojene opreme v karabin. Ustreza številnim Petzlovim karabinom. Oglejte si podroben seznam spodaj.,,,,
B16BAA,Petzl,Petzl Croll,,,,Petzl Croll prsni vzpenjalnik,,,,
B19AAA,Petzl,Petzl Ascentree 2015,,,,"Vrvna objemka za dvojno dviganje vrvi, za 10-13mm vrv.",,,,
C48A,Petzl,Petzl Foot Cord,,,,Zanka za noge Petzl Footcord.,,,,
C45-N,Petzl,Petzl Protec,,,,Zaščita za vrv Petzl,,,,
S03Y,Petzl,Petzl Eclipse,,,,Shramba za vrvice in vrečke,,,,
7350485,Teufelberger,treeMOTION Pro X,PLEZALNA OPREMA,PASOVI,ZA DREVESNO PLEZANJE,"treeMOTION Pro X, S - with second bridge and additional Essential paddings",,"608,78",,
7350483,Teufelberger,treeMOTION Pro X,PLEZALNA OPREMA,PASOVI,ZA DREVESNO PLEZANJE,"treeMOTION Pro X, M- with second bridge and additional Essential paddings",,"608,78",,
7350487,Teufelberger,treeMOTION Pro X,PLEZALNA OPREMA,PASOVI,ZA DREVESNO PLEZANJE,"treeMOTION Pro X, L- with second bridge and additional Essential paddings",,"608,78",,
7350486,Teufelberger,treeMOTION Essential X,PLEZALNA OPREMA,PASOVI,ZA DREVESNO PLEZANJE,"treeMOTION Essential X, S - with second bridge",,"466,04",,
7350484,Teufelberger,treeMOTION Essential X,PLEZALNA OPREMA,PASOVI,ZA DREVESNO PLEZANJE,"treeMOTION Essential X, M - with second bridge",,"466,04",,
7350488,Teufelberger,treeMOTION Essential X,PLEZALNA OPREMA,PASOVI,ZA DREVESNO PLEZANJE,"treeMOTION Essential X, L - with second bridge",,"466,04",,
7083064,Teufelberger,bMOTION Light,PLEZALNA OPREMA,PASOVI,INDUSTRIJSKI PASOVI,bMOTION Light Size M/L,,"314,39",,
7083065,Teufelberger,bMOTION Light,PLEZALNA OPREMA,PASOVI,INDUSTRIJSKI PASOVI,bMOTION Light Size L/XL,,"314,39",,
7083066,Teufelberger,bMOTION Pro,PLEZALNA OPREMA,PASOVI,INDUSTRIJSKI PASOVI,bMOTION Pro Size M/L,,"450,18",,
7083067,Teufelberger,bMOTION Pro,PLEZALNA OPREMA,PASOVI,INDUSTRIJSKI PASOVI,bMOTION Pro Size L/XL,,"450,18",,
7330397,Teufelberger,Energy Pro Evo+,PLEZALNA OPREMA,PASOVI,INDUSTRIJSKI PASOVI,Plezalni pas za delo na drogovih za zahtevne uporabnike,,,,
7330398,Teufelberger,Energy Pro Evo+,PLEZALNA OPREMA,PASOVI,INDUSTRIJSKI PASOVI,Plezalni pas za delo na drogovih za zahtevne uporabnike,,,,
7083129,Teufelberger,upMOTION -prsni pas,PLEZALNA OPREMA,PASOVI,PRSNI PASOVI,Prsni pas up MOTION S/M,,"136,15",,
7083130,Teufelberger,upMOTION -prsni pas,PLEZALNA OPREMA,PASOVI,PRSNI PASOVI,Prsni pas up MOTION L/XL,,"136,15",,
7080247,Teufelberger,upMOTION - hydro pack,PLEZALNA OPREMA,TORBE ZA SHRANJEVANJE,NAHRBTNIK Z MEHOM,Nahrbtnik z mehom,,"73,20",,
7080248,Teufelberger,upMOTION -hydro pack - meh,PLEZALNA OPREMA,TORBE ZA SHRANJEVANJE,NAHRBTNIK Z MEHOM,Meh skupaj s cevjo,,"43,19",,
6120390,Teufelberger, škripec  glideHITCH ,KOVINSKA OPREMA ,ŠKRIPCI,Majhni škripci,MBS 35 kN || WLL 7 kN || premer vrvi do 13 mm,,"49,41",,
6120391,Teufelberger,vponka karaT,KOVINSKA OPREMA ,VPONKE IN OBROČI,VPONKE,MBS 25 kN || odprtina 19 mm || 95 × 63 mm,,"24,40",,
7350442,Teufelberger,"POLOŽAJNIK hipSTAR Glide 11,5 mm, 3m",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"hipSTAR Glide 11,5mm 3m (glideHITCH pulley, karaT carabiner, prusikLOOP)",,"196,05",,
7350443,Teufelberger,"POLOŽAJNIK hipSTAR Glide 11,5 mm, 4m",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"hipSTAR Glide 11,5mm 4m (glideHITCH pulley, karaT carabiner, prusikLOOP)",,"199,96",,
7350444,Teufelberger,"POLOŽAJNIK hipSTAR Glide 11,5 mm, 5m",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"hipSTAR Glide 11,5mm 5m (glideHITCH pulley, karaT carabiner, prusikLOOP)",,"203,62",,
7350445,Teufelberger,"POLOŽAJNIK hipSTAR Glide 11,5 mm, 7m",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"hipSTAR Glide 11,5mm 7m (glideHITCH pulley, karaT carabiner, prusikLOOP)",,"207,40",,
7350446,Teufelberger,"POLOŽAJNIK hipSTAR Glide 11,5 mm, 10m",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"hipSTAR Glide 11,5mm 10m (glideHITCH pulley, karaT carabiner, prusikLOOP)",,"215,21",,
7350447,Teufelberger,"POLOŽAJNIK hipSTAR Glide 12,9 mm, 3m",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"hipSTAR Glide 12,9mm 3m (glideHITCH pulley, karaT carabiner, prusikLOOP)",,"202,64",,
7350448,Teufelberger,"POLOŽAJNIK hipSTAR Glide 12,9 mm, 4m",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"hipSTAR Glide 12,9mm 4m (glideHITCH pulley, karaT carabiner, prusikLOOP)",,"206,55",,
7350449,Teufelberger,"POLOŽAJNIK hipSTAR Glide 12,9 mm, 5m",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"hipSTAR Glide 12,9mm 5m (glideHITCH pulley, karaT carabiner, prusikLOOP)",,"210,57",,
7350450,Teufelberger,"POLOŽAJNIK hipSTAR Glide 12,9 mm, 7m",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"hipSTAR Glide 12,9mm 7m (glideHITCH pulley, karaT carabiner, prusikLOOP)",,"212,65",,
7350451,Teufelberger,"POLOŽAJNIK hipSTAR Glide 12,9 mm, 10m",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"hipSTAR Glide 12,9mm 10m (glideHITCH pulley, karaT carabiner, prusikLOOP)",,"223,14",,
7350452,Teufelberger," Položajnik  miniGLIDE 10,5mm, 1,5 m",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"miniGLIDE 10,5mm 1,5m (glideHITCH pulley, karaT carabiner)",,"142,86",,
7350453,Teufelberger," Položajnik  miniGLIDE 10,5mm, 2,0 m",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"miniGLIDE 10,5mm 2,0m (glideHITCH pulley, karaT carabiner)",,"155,06",,
7350454,Teufelberger," Položajnik  miniGLIDE 10,5mm, 2,5 m",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"miniGLIDE 10,5mm 2,5m (glideHITCH pulley, karaT carabiner)",,"162,14",,
7350431,Teufelberger,Zanka  canopyANCHOR ,PLEZALNA OPREMA,ZANKE,VRVNE ZANKE,MT canopyANCHOR | 120cm  | obroč | 10 mm,,"71,49",,
7350432,Teufelberger,Zanka  canopyANCHOR ,PLEZALNA OPREMA,ZANKE,VRVNE ZANKE,MT canopyANCHOR  |120cm  | rinka | 8 mm,,"79,30",,
7350426,Teufelberger,Zanka  ringSLING 100cm Ring,PLEZALNA OPREMA,ZANKE,VRVNE ZANKE,Zanka  ringSLING |  100cm |  Ring | 10 mm,,"59,05",,
7350427,Teufelberger,Zanka  ringSLING 130cm Ring,PLEZALNA OPREMA,ZANKE,VRVNE ZANKE,Zanka  ringSLING  | 130cm |  Ring | 10 mm,,"61,49",,
7350428,Teufelberger,Zanka  ringLOOP 34cm Ring 26mm,PLEZALNA OPREMA,ZANKE,VRVNE ZANKE,Zanka  ringLOOP  | 34cm Ring |  26mm,,"38,31",,
7350429,Teufelberger,Zanka  ringLOOP 34cm Ring 34mm,PLEZALNA OPREMA,ZANKE,VRVNE ZANKE,Zanka  ringLOOP  | 34cm  | Ring  | 34mm,,"40,75",,
7350436,Teufelberger,Zanka prusikLOOP 33 cm,PLEZALNA OPREMA,ZANKE,VRVNE ZANKE,"MT prusikLOOP 33cm Fimble (+Spare part for hipSTAR Glide 11,5 + 12,9mm)",,"43,19",,
7350434,Teufelberger,Zanka  chainANCHOR 300 cm,PLEZALNA OPREMA,ZANKE,VRVNE ZANKE,Zanka  chainANCHOR 300cm - rinka,,"120,78",,
7350435,Teufelberger,"Zanka  chainANCHOR 600cm 
",PLEZALNA OPREMA,ZANKE,VRVNE ZANKE,Zanka  chainANCHOR 600cm - rinka,,"169,58",,
7350430,Teufelberger,Zanka  pullDOWN 27cm - NO PPE!,PLEZALNA OPREMA,ZANKE,VRVNE ZANKE,Zanka  pullDOWN 27cm - NO PPE!,,"18,79",,
7350437,Teufelberger, multiTOOL komplet  -obroč,PLEZALNA OPREMA,ZANKE,VRVNE ZANKE,MT multiTOOL Kit -obroč,,"517,65",,
7350433,Teufelberger, multiTOOL komplet -rinka,PLEZALNA OPREMA,ZANKE,VRVNE ZANKE,MT multiTOOL Kit -rinka,,"517,65",,
7350834,Teufelberger,"Ščitnik kambija pulley SAVER -1,25 m",PLEZALNA OPREMA,NAMESTITEV VRVI,ŠČITNIK KAMBIJA,"pulleySAVER 1,25m -12 mm",,"237,90",,
7350835,Teufelberger,"Ščitnik kambija pulley SAVER -2,5 m",PLEZALNA OPREMA,NAMESTITEV VRVI,ŠČITNIK KAMBIJA,"pulleySAVER 2,5m -12mm",,"240,34",,
7350836,Teufelberger,Ščitnik kambija pulley SAVER -4 m,PLEZALNA OPREMA,NAMESTITEV VRVI,ŠČITNIK KAMBIJA,pulleySAVER 4m -12mm,,"242,78",,
7350842,Teufelberger,"Ščitnik kambija flmblSAVER 1,25 m",PLEZALNA OPREMA,NAMESTITEV VRVI,ŠČITNIK KAMBIJA,"fImblSAVER 1,25m  | 15mm",,"123,71",,
7350843,Teufelberger,"Ščitnik kambija flmblSAVER 2,0 m",PLEZALNA OPREMA,NAMESTITEV VRVI,ŠČITNIK KAMBIJA,fImblSAVER 2m | 15mm,,"135,05",,
7350001,Teufelberger,"Ščitnik kambija flmblCLIMB1,25 m",PLEZALNA OPREMA,NAMESTITEV VRVI,ŠČITNIK KAMBIJA,"fImblCLIMB 1,25m | 12mm",,"121,15",,
7350002,Teufelberger,"Ščitnik kambija flmblSAVER 2,0 m",PLEZALNA OPREMA,NAMESTITEV VRVI,ŠČITNIK KAMBIJA,"fImblCLIMB 2,25m | 12mm",,"131,64",,
7350807,Teufelberger,"Ščitnik kambija  multiSAVER 0,7 m",PLEZALNA OPREMA,NAMESTITEV VRVI,ŠČITNIK KAMBIJA,"multiSAVER 0,7 m (without ringLOOP)",,"71,49",,
7350816,Teufelberger,"Ščitnik kambija  multiSAVER 2,0 m",PLEZALNA OPREMA,NAMESTITEV VRVI,ŠČITNIK KAMBIJA,"multiSAVER 2,0 m (with ringLOOP big ring / 34mm)",,"115,05",,
7350817,Teufelberger,"Ščitnik kambija  multiSAVER 2,5 m",PLEZALNA OPREMA,NAMESTITEV VRVI,ŠČITNIK KAMBIJA,"multiSAVER 2,5 m (with ringLOOP big ring / 34mm)",,"117,61",,
7350818,Teufelberger,Zanka multiANCHOR 4m,PLEZALNA OPREMA,ZANKE,VRVNE ZANKE,multiANCHOR 4m | 12mm,,"134,20",,
7350819,Teufelberger,Zanka multiANCHOR 6m,PLEZALNA OPREMA,ZANKE,VRVNE ZANKE,multiANCHOR 6m | 12mm,,"139,45",,
7350115,Teufelberger," Položajnik flipLINE e2e 2,5m -kovinska sredica",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"flipLINE e2e 2,5m | 12,7 mm",,"61,98",,
7350111,Teufelberger," Položajnik flipLINE e2e 3,1m -kovinska sredica",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"flipLINE e2e 3,1m | 12,7 mm",,"65,64",,
7350110,Teufelberger," Položajnik flipLINE e2e 3,7m -kovinska sredica",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"flipLINE e2e 3,7m | 12,7 mm",,"70,52",,
7350113,Teufelberger," Položajnik flipLINE e2e 4,3m -kovinska sredica",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"flipLINE e2e 4,3m | 12,7 mm ",,"75,64",,
7350112,Teufelberger," Položajnik flipLINE e2e 4,9m -kovinska sredica",PLEZALNA OPREMA,POLOŽAJNIKI,POLOŽAJNIK,"flipLINE e2e 4,9m | 12,7 mm",,"80,76",,
7350074,Teufelberger,Zanka multiSLING 1m,PLEZALNA OPREMA,ZANKE,VRVNE ZANKE,Zanka multiSLING 1m | 10 mm,,"61,00",,
7350075,Teufelberger,"Zanka multiSLING 1,3m",PLEZALNA OPREMA,ZANKE,VRVNE ZANKE,"Zanka multiSLING 1,3m | 10 mm",,"63,56",,
7350073,Teufelberger,Zanka ringLOOP 26mm,PLEZALNA OPREMA,ZANKE,VRVNE ZANKE,ringLOOP 26mm Ring 35cm | 8 mm,,"40,14",,
7350072,Teufelberger,Zanka ringLOOP 34mm ,PLEZALNA OPREMA,ZANKE,VRVNE ZANKE,ringLOOP 34mm Ring 43cm | 8 mm,,"42,58",,
7350845,Teufelberger,Varovalna vrv za motorno žago antiSHOCK,ORODJA IN PRIPOMOČKI,ORODJA,VAROVALNA VRV ZA ORODJE,antiSHOCK (obroč) 73cm,,"59,29",,
7350844,Teufelberger,Varovalna vrv za motorno žago antiSHOCK,ORODJA IN PRIPOMOČKI,ORODJA,VAROVALNA VRV ZA ORODJE,antiSHOCK (karabin) 73cm,,"78,45",,
7350468,Teufelberger,Prusik vrv 8mm -60 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP e2e 8mm 60cm,,"30,99",,
7350469,Teufelberger,Prusik vrv 8mm -65 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP e2e 8mm 65cm,,"30,99",,
7350470,Teufelberger,Prusik vrv 8mm -70 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP e2e 8mm 70cm,,"30,99",,
7350802,Teufelberger,Prusik vrv 8mm -76 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP e2e 8mm 76cm,,"30,99",,
7350808,Teufelberger,Prusik vrv 8mm -85 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP e2e 8mm 85cm,,"30,99",,
7350809,Teufelberger,Prusik vrv 8mm -90 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP e2e 8mm 90cm,,"30,99",,
7350810,Teufelberger,Prusik vrv 8mm -95 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP e2e 8mm 95cm,,"30,99",,
7351007,Teufelberger,Prusik vrv 10mm -65 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP e2e 10mm 65cm,,"35,38",,
7351010,Teufelberger,Prusik vrv 10mm -80 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP e2e 10mm 80cm,,"35,38",,
7351011,Teufelberger,Prusik vrv 10mm -85 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP e2e 10mm 85cm,,"35,38",,
7351012,Teufelberger,Prusik vrv 10mm -90 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP e2e 10mm 90cm,,"35,38",,
7351013,Teufelberger,Prusik vrv 10mm -95 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP e2e 10mm 95cm,,"35,38",,
7351014,Teufelberger,Prusik vrv 10mm -100 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP e2e 10mm 100cm,,"35,38",,
7351015,Teufelberger,Prusik vrv 10mm -105 cm,PLEZALNA OPREMA,ZANKE,PRUSIK,OP e2e 10mm 105cm,,"35,38",,
